Noise.fi Suomenkielisen musiikkisivuston sisältönä on mm. uutisia, levy-, kirja-, ja keikka-arvosteluja, keikkatietoja ja haastatteluja sekä bändien esittelyjä. Perusajatuksena on tuoda esille tuntemattomiakin bändejä, jotka muu media helposti ohittaa.	<http://urn.fi/URN:NBN:fi:au:ykl:78.8911>
EU-työpaikat Sivuilla on perustietoa niille, jotka harkitsevat uraa EU:n toimielimissä.	<http://urn.fi/URN:NBN:fi:au:ykl:36.131>
Philosophy Pages Philosophy Pages sisältää lyhyitä esittelyitä eri filosofian aloilta ja eri filosofeista. Lisäksi sivuilta löytyy linkkejä muihin filosofian verkkolähteisiin.	<http://urn.fi/URN:NBN:fi:au:ykl:11>
Japan Airlines Japan Airlines'n lennot, reitit ja hinnat.	<http://urn.fi/URN:NBN:fi:au:ykl:69.64>
PaintingDb Maalaustaiteen vanhojen mestareiden töitä esittelevän virtuaaliagallerian käyttäminen on helppoa. Jos etsit tietyn taiteilijan töitä, valitse nimi aakkoselliselta listalta. Saat esiin teosten pienoiskuvat, jotka voit suurentaa hiiren näpäytyksellä. Teoksen omistavan museon nimestä pääset Google Maps -karttakuvaan katsomaan, missä museo sijaitsee.	<http://urn.fi/URN:NBN:fi:au:ykl:70>
Metsätyypit Ympäristöverkon sivuilta löytyvä esitys metsätyypeistä: lehdosta, tuoreesta kangasmetsästä sekä kuivasta kangasmetsästä.	<http://urn.fi/URN:NBN:fi:au:ykl:57.9>
Pykälä ry Pykälä ry:n sivuilla kerrotaan, mikä se on, mikä sen tehtävänä on; mikä on Inter Vivos ja minkälaista toimintaa tänä syksynä on. Lisäksi löytyy tenttikalenteri ja kuluvan lukukauden luentojen aikataulut sekä yhdistyksen kirjaston käyttösäännöt.	<http://urn.fi/URN:NBN:fi:au:ykl:33>
Every diet Sivustolle on koottu erilaisia ruokavalioita, joista monet sopivat painonpudotukseen, joillakin hoidetaan terveyttä tai sairauksia, toiset ovat osa elämänkatsomusta tai -tapaa. Dieetit löytyvät sekä ryhmiteltyinä että aakkosellisesta listasta. Sivulla on artikkeleita ravitsemuksesta yleisemminkin.	<http://urn.fi/URN:NBN:fi:au:ykl:59.34>
Lonely Planet : Destination Norway Norjan matkaopas sisältää kuvia Norjan maisemista ja nähtävyyksistä sekä arvokasta tietoa matkailijalle.	<http://urn.fi/URN:NBN:fi:au:ykl:43.2>
Orava ja Vaahtera: tehtäviä, tutkimuksia ja leikkejä Helsingin nimikkolajeihin liittyen Helsingin nimikkolajeihin oravaan ja vaahteraan keskittynyt luonto-opetusmateriaali, jonka tarkoitus on auttaa kasvattajia tutustuttamaan lapsia lähiympäristöön.	<http://urn.fi/URN:NBN:fi:au:ykl:38.22> <http://urn.fi/URN:NBN:fi:au:ykl:79.84>
Peli-Karhut Kotka Peli-Karhujen pelaajat ja otteluohjelma.	<http://urn.fi/URN:NBN:fi:au:ykl:79.33>
Buddhalainen Dharmakeskus Buddhalaisen yhteisön ja meditaatiokeskuksen kotisivulla on mm. kirjoitus Bodhisattva-ihanteesta sekä nettiversiot kuudesta buddhalaisuuden perusteoksesta.	<http://urn.fi/URN:NBN:fi:au:ykl:29.53>
Nuorisoseurat ja Kalevan Nuoret Suomen Nuorisoseurojen Liiton ja varhaisnuorisojärjestö Kalevan Nuorten Liiton sivuilla esitellään järjestöjen toimintaa, palveluita ja organisaatiot. Lisäksi löytyvät tiedot piirijärjestöistä, nuorisojärjestöistä ja nuorisoseurantaloista. Sivuilla on myös uutisia ja tapahtumakalenteri.	<http://urn.fi/URN:NBN:fi:au:ykl:38.7>
Suomen sanataideopetuksen seura Suomen sanataideopetuksen seuran sivuilla on sanataiteen kuvauksen ja seuran yhteystietojen lisäksi tapahtumia, mietteitä ja merkintöjä ja lähteitä. Ihmisiä ja opetusta osasta voi etsiä henkilöitä, jotka antavat sanataiteeseen liittyvää opetusta ja harjoituspankkiin on koottu sanataiteen harjoitusmateriaalia vapaaseen käyttöön.	<http://urn.fi/URN:NBN:fi:au:ykl:38.298>
Lastenmaan eläinlääkäri Lastenmaa-lehden sivuilla oleva eläinlääkärin palsta, jonne lapset voivat lähettää kysymyksiä sekä lemmikkieläinten hoidosta, käyttäytymisestä että sairauksista. Eläinlääkäri vastaa siten, että lapsi myös ymmärtää vastauksen. Vastaukset jäävät arkistoon.	<http://urn.fi/URN:NBN:fi:au:ykl:67.45>
Le Soir Belgian uutisia.	<http://urn.fi/URN:NBN:fi:au:ykl:05.4>
Matkustaminen Sivuilla tietoa matkustamiseen liittyvistä turva- ja terveysriskeistä, matkalle valmistautumisesta sekä eri maiden ja Suomen edustustojen antamaa maakohtaista tietoa mainitunlaisista riskeistä, samoin matkailijalle tarjolla olevista konsulipalveluista. Linkkejä viranomais- ja muihin matkustamiseen liittyviin tahoihin sekä nettimatkaopas Lonely Planetiin.	<http://urn.fi/URN:NBN:fi:au:ykl:40.7>
Ympäristön tila Käsittelee vesien, maaperän ja ilman tilaa Suomessa sekä ilmastonmuutosten, happamoitumisen, otsonikadon, rehevöitymisen, kemikaalien ja jätteiden vaikutusta ympäristön tilaan.	<http://urn.fi/URN:NBN:fi:au:ykl:50.1>
Jyväskylän ylioppilaslehti Jyväskylän yliopiston ylioppilaskunnan lehti, jossa on tietoa opiskelusta, tapahtumista, kolumni sekä muuta kiinnostavaa.	<http://urn.fi/URN:NBN:fi:au:ykl:38.41>
Jukka Tolonen Sivusto, jolla esitellään kitaristi Jukka Tolosen elämää ja uraa. Mukana valikoitu diskografia. Sopii esitelmäntekijöille, sivut tosin vain englannin kielellä.	<http://urn.fi/URN:NBN:fi:au:ykl:78.8911>
China profile - timeline BBC:n maaprofiili sisältää tärkeimmät tapahtumat aikajanalla sekä tausta- ja erikoisartikkeleita.	<http://urn.fi/URN:NBN:fi:au:ykl:48.183>
Welcome to Glasgow Sisältö on suunnattu sekä kaupungin asukkaille että vierailijoille, joten anti on tavanomaista matkailusivua monipuolisempi.	<http://urn.fi/URN:NBN:fi:au:ykl:45.16>
Vesiväylät ja kanavat Suomen vesiväylien ja kanavien toiminta ja sijainnit.. Lisäksi historiaa, karttoja, sulkukanavat vesistöittäin.	<http://urn.fi/URN:NBN:fi:au:ykl:69.63>
Liikunta & tiede Liikunta & Tiede -lehti sisältää liikuntatieteiden tuloksia, liikuntakulttuuria ja -politiikkaa käsitteleviä artikkeleita. Tutkimusartikkelit vuodesta 2002 lähtien löytyvät kokoteksteinä arkistosta. Kuluvan vuoden numeroista on nähtävissä sisällysluettelot.	<http://urn.fi/URN:NBN:fi:au:ykl:79.1>
Apua.info : portti auttaviin verkkopalveluihin Apua.info on sosiaali- ja terveysalan järjestöjen ammattilaisten ylläpitämä tietopalvelu. Palvelu on suunnattu apua haluaville sekä heidän läheisilleen. Omia kokonaisuuksia on rakennettu perheille, nuorille ja lapsille. Palvelu tarjoaa ohjausta henkilökohtaisen avun saamiseen, luettavaa materiaalia, keskusteluja, testejä oman tilanteen arviointiin ja oman avun työkaluja.	<http://urn.fi/URN:NBN:fi:au:ykl:37.4> <http://urn.fi/URN:NBN:fi:au:ykl:37.6> <http://urn.fi/URN:NBN:fi:au:ykl:38.1>
Vesivarojen käyttö Vesihuolto, pohjaveden käyttö, rantojen kunnostus, vesistöjen kunnostus ja hoito, tulvat, vesistöjen säännöstely, padot ja patoturvallisuus, vesirakentaminen.	<http://urn.fi/URN:NBN:fi:au:ykl:50.13>
Auschwitz-Birkenau : memorial and museum Auschwitz-Birkenaun keskitysleirimuseon kotisivu. Sivuilla käydään läpi leirin historiaa sen perustamisesta vuonna 1940 sen vapauttamiseen vuonna 1945 sekä myöhempiä vaiheita museona vuodesta 1947 lähtien. Historiatiedon lisäksi sivuilla kerrotaan museon toiminnasta, opastetaan vierailijoita sekä esitellään museon julkaisuja.	<http://urn.fi/URN:NBN:fi:au:ykl:32.2>
Turning the pages British Museumin sivulla on valikoima lehteiltäviä kirjoja ja käsikirjoituksia. Kymmenen upean teoksen joukossa on mm. Leonardon muistikirja, Luttrellin Psalttari 1300-luvulta ja Blackwellin kasvio 1700-luvulta. Käytetty ohjelma mahdollistaa teosten lehteilyn virtuaalisesti ja yksityiskohtien tutkimisen suurentamalla.	<http://urn.fi/URN:NBN:fi:au:ykl:00>
Individual philosophers Aakkoselliseen hakemistoon on koottu linkkejä WWW-sivuille, joilta löytyy eri filosofeja koskevaa aineistoa: filosofien elämäkertoja ja teoksia. Hakemiston linkit löytyvät myös kronologisesti järjestettynä.	<http://urn.fi/URN:NBN:fi:au:ykl:11>
Aleksis Kivi : Suomen kansalliskirjailija Nurmijärven kunnan Aleksis Kivi-sivustosta löytyvät Aleksis Kiven elämäkertatiedot, luettelo hänen tuotannostaan (käännöksineen) sekä tutkimuksia ja kirjallisuutta Aleksis Kivestä. Lisäksi sivustoon on koottu kokonaisuus taiteesta, joka on tehty Aleksis Kiven tuotannosta tai sen pohjalta. Aleksis Kiven museot ja muut muistomerkit löytyvät sivustosta. Aleksis Kiven maisemat -osa johdattelee niihin maisemiin, joissa Aleksis Kivi liikkui ja vaikutti. Koululaisten Kivi -osioon pyritään toteuttamaan Kivi-tietoa lapsille ja nuorille helpommin omaksuttavassa muodossa.	<http://urn.fi/URN:NBN:fi:au:ykl:86.2>
Luomutuotteiden haku Finfoodin sivulta voi hakea tuotteita, joilla on Luomu –valvottua tuotantoa eli Aurinkomerkin käyttöoikeus.	<http://urn.fi/URN:NBN:fi:au:ykl:67.38>
Club Penguin Pingviiniklubissa ollaan luonnollisesti pingviinejä. Pingviinin hahmossa voit pelata, chattailla ja lähettää sähköisiä postikortteja. Palvelu on tehty 8-14-vuotiaille lapsille. Sivut edellyttävät kirjautumista. Ensimmäistä kertaa rekisteröidyttäessä vaaditaan myös vanhempien varmistus. Käyttö on ilmaista; maksaville jäsenille on varattu erikoispalveluja. Sivuilla on myös vanhempien opas, jossa puhutaan yksityisyydestä ja turvallisuudesta internetissä.	<http://urn.fi/URN:NBN:fi:au:ykl:79.8>
Spamcop Anna saamasi roskapostin otsikkoteksti kokonaisuudessaan, palvelu tonkii esiin lähettäjän tiedot. Lähettääpä vielä halutessa automaattisen valituskirjeen roskaa lähettäneen koneen ylläpitäjälle.	<http://urn.fi/URN:NBN:fi:au:ykl:61.721>
Raamattukritiikkiä Raamatun ristiriitoja, Raamatun primitiivinen maailmankuva, Raamatun omituisuuksia on koonnut Thomas Mannfred Carlsson, Vapaa-ajattelijat ry.:stä.	<http://urn.fi/URN:NBN:fi:au:ykl:22>
GAIA - The Galactic Census Project ESAn Gaia-hankkeen päätarkoitus on selventää tietoja linnunratamme alkuperästä ja historiasta mm. mittaamalla huomattavasti entistä tarkemmin tähtien paikkoja ja nopeuksia. Sivulla seurataan Gaia-hanketta ja selvitetään sen tieteellisiä tavoitteita.	<http://urn.fi/URN:NBN:fi:au:ykl:52.4>
Suomen hamsteriyhdistys ry Sivuilta löytyy perustietoa hamsterin hankinnasta ja hoitamisesta, hamsterinäyttelyistä ja kasvattajista. Sivuilta löytyy kuvauksia eri hamsteriroduista.	<http://urn.fi/URN:NBN:fi:au:ykl:67.455>
Itä-Suomen yliopisto Itä-Suomen yliopiston opetus, kampukset Joensuussa, Kuopiossa ja Savonlinnassa sekä tiedot muista palveluista.	<http://urn.fi/URN:NBN:fi:au:ykl:38.41>
Train Travel in India - a beginner's guide Intian junamatkailuun perehdyttävä opas on osa sivustoa The Man in Seat Sixty-one. Oppaassa on aikatauluja, hintatietoja ja käytännön tietoa ja vinkkejä intialaisesta rautatieliikenteestä.	<http://urn.fi/URN:NBN:fi:au:ykl:48.132>
Site officiel de la F.F.F. Ranskan jalkapalloliiton kotisivut, Ranskan maajoukkue, sarjojen ohjelmat ja tilanteet, linkit seurojen kotisivuille.	<http://urn.fi/URN:NBN:fi:au:ykl:79.31>
Ekoinfo Ekoinfo ry välittää sivuillaan tietoa ekologisesti ja eettisesti hyväksyttävistä keksinnöistä ja tuotteista sekä ekomatkailusta. Sivuilla on lisäksi tietoa käytännön ympäristökasvatukseen liittyvistä tapahtumista.	<http://urn.fi/URN:NBN:fi:au:ykl:37.8>
Trailspace Tarjoaa asiallista tietoa retkeilytarvikkeista. Gear Reviews arvioi telttoja, reppuja, makuupusseja, vaelluskenkiä...	<http://urn.fi/URN:NBN:fi:au:ykl:79.4>
Annabelle Saksankielinen lehti Sveitsistä, aiheina muoti, ruoka, kulttuuri...	<http://urn.fi/URN:NBN:fi:au:ykl:05.1>
Lada-kerho Lada-kerhon sivuilla tietoa automerkistä, kuvia ja historiaa.	<http://urn.fi/URN:NBN:fi:au:ykl:62.5112>
Luftwaffe Resource Page Saksan ilmavoimien kalustoa ja toimintaa v. 1935 tähän päivään.	<http://urn.fi/URN:NBN:fi:au:ykl:39.6>
Suomen maantieteellinen seura - Geographical Society of Finland Tietoa Suomen maantieteellisen seuran toiminnasta, tapahtumista ja julkaisuista sekä linkkejä	<http://urn.fi/URN:NBN:fi:au:ykl:40>
Risingshadow Fantasia- ja tieteiskirjallisuutta käsittelevä sivusto, josta löytyy mm. tietoa kirjailijoista, kirjatietokanta, kirja-arvosteluja, artikkeleita sekä uutuuskirjojen esittelyjä.	<http://urn.fi/URN:NBN:fi:au:ykl:86.12>
Maito ja Terveys ry. Kotisivuilla on Maito ja Terveys ry.:n esittely ja tiedotteita, maitotietoutta ja kulutuslukuja, tietoa koulumaidosta, aineistoa kouluille ja päiväkodeille, ruokaohjeita sekä kalsiumtesti. Myös Ravitsemustietous-lehti on luettavissa täältä. Mukana on myös hyviä ravitsemuslinkkejä sekä Maitotytön esittely.	<http://urn.fi/URN:NBN:fi:au:ykl:67.7> <http://urn.fi/URN:NBN:fi:au:ykl:59.34>
Vanha Raahe Kävelykierros 1800-luvun puukaupungissa, Raahen kaupungin historiaa, rakennuksia, puistoja ja näkymiä.	<http://urn.fi/URN:NBN:fi:au:ykl:72.2> <http://urn.fi/URN:NBN:fi:au:ykl:92.882>
Smooth Hound - United Kingdom Hotels and Guest Houses Tuhansia majoitusmahdollisuuksia Englannissa, Skotlannissa, Walesissa, Pohjois-Irlannissa sekä ympäri maailmaa. Kustakin kohteesta on mainittu osoite, hinnat, mukavuudet ja laatuluokitus, monesta on myös laajempi selostus ja kuva. Klikkaa karttaa, valitse listasta tai etsi kaupungin tai hotellin nimen perusteella.	<http://urn.fi/URN:NBN:fi:au:ykl:45.1>
Radio Aalto Suomalaisille naisille suunnatun aseman sivulla on mm. ohjelmakartta, ajankohtaiset artistit ja toimittajien blogit.	<http://urn.fi/URN:NBN:fi:au:ykl:07.21>
Iskelmä Rex Sivuilla on tietoa ja historiaa Joensuussa toimivasta Pohjois-Karjalan yksityisestä radioasemasta. Siellä on myös päivän uutisaiheita ja jukebox.	<http://urn.fi/URN:NBN:fi:au:ykl:07.21>
KnowThis: For Marketing, Market Research... Internet-markkinoinnin ja verkkokaupan resurssisivusto.	<http://urn.fi/URN:NBN:fi:au:ykl:69.3>
Suomen Musiikkikirjastoyhdistys r.y. Sivulla on tietoa yhdistyksen toiminnasta, Intervallin hakemistot, julkaisuluettelo ja tilauslomake. Myös verkkojulkaisuja.	<http://urn.fi/URN:NBN:fi:au:ykl:78>
Suomen Selkäliitto ry - Finlands Ryggförbund rf Suomen Selkäliitto on selän hoidosta ja terveydestä kiinnostuneiden järjestö. Sivuilla on tietoa selkäsairauksista ja niiden hoidosta.	<http://urn.fi/URN:NBN:fi:au:ykl:59.52>
Fauna.fi Fauna on eläinten oikeuksia ruohonjuuritasolla ajava kansalaisjärjestö. Sivuilla on ajankohtaista tietoa Suomen ja maailman eläinoikeustilanteesta ja tapahtumista sekä aiheeseen liittyviä linkkejä.	<http://urn.fi/URN:NBN:fi:au:ykl:50.19>
Suomen musiikkiterapiayhdistys ry Suomen musiikkiterapiayhdistyksen kotisivuilta löytyvät tiedot yhdistyksen toiminnasta ja sen järjestämästä koulutuksesta sekä yhteystiedot. Tänne on koottu aiheeseen liittyviä linkkejä ja tietoa yhdistyksen toimittamista julkaisuista. Sivun kautta pystyy tilaamaan Musiikkiterapia-lehden.	<http://urn.fi/URN:NBN:fi:au:ykl:59.5624>
Wetterzentrale Saksan ilmatieteen laitoksen sääsatellitin kuvia säätilasta päivittäin, ja muutoksista sillä alueella.	<http://urn.fi/URN:NBN:fi:au:ykl:55.5>
Merijärvi Merijärven kunnan kotisivu, joka sisältää tietoa kunnan organisaatiosta, palveluista, matkailukohteista sekä opaskartan.	<http://urn.fi/URN:NBN:fi:au:ykl:42.82>
Suomen vanhempainliitto Suomen vanhempainliiton sivuilla on tietoa yhdistyksestä, vanhemmuudesta ja sen tukemisesta, yhteistyöstä vanhempien ja koulun sekä päiväkodin kanssa. Tietopankki-osasta löytyy ideoita harrastuksiin ja toimintavinkkejä sekä leikkiohjeita. Sivuilla on myös ideapankki, jonne voi kirjoittaa viestejä.	<http://urn.fi/URN:NBN:fi:au:ykl:38.1>
Hankalat musiikkinimet Epätietoisuutta aiheuttavien, useammalla kuin yhdellä tavalla kirjoitettujen ja etsittävissä olevien musiikkinimien ohjeluettelo tarjoaa apua nimen standardoidun muodon valinnassa.	<http://urn.fi/URN:NBN:fi:au:ykl:02.4>
Kristosofia-kirjakauppa Kristosofian filosofis-metafyysinen maailmankatsomus sisältää H.P.Blavatskyn julistaman teosofisen sanoman, jota Pekka Ervast ja J.R.Hannula ovat täydentäneet opetuksillaan. Sivulla mm. luettelo kristosofisesta kirjallisuudesta ja tietoa Kristosofi-lehdestä.	<http://urn.fi/URN:NBN:fi:au:ykl:21.5>
Kurkistuksia Helsingin kujille Helsingin Vanhassakaupungissa ja keskustassa tehtyjen arkeologisten löytöjen ja kaivausten esittely. Taustatietoa Helsingin historiasta Ruotsin vallan aikana sekä kaupunkiarkeologian tutkimusmenetelmistä.	<http://urn.fi/URN:NBN:fi:au:ykl:92.1> <http://urn.fi/URN:NBN:fi:au:ykl:92.833>
Toimelan opisto Toimelan opisto on helsinkiläinen kansalaisopisto. Sivut sisältävät tiedot opetusohjelmasta, kurssipaikoista ja ilmoittautumisesta.	<http://urn.fi/URN:NBN:fi:au:ykl:38.62>
Värttinä Hyvin monipuoliset sivut kertovat kaiken Värttinä-yhtyeestä alkaen aivan sen syntyajoilta asti ulottuen nykypäivän konserttikalenteriin. Sivuilla on esitelty myös yhtyeestä kertova kirja ja video. Sieltä löytyy myös täydellinen diskografia sekä yhtyeen kokoonpano eri aikoina.	<http://urn.fi/URN:NBN:fi:au:ykl:78.42>
Kotiverstas - Kotinikkarin kohtauspaikka Kotiverstaalla keskustellaan aktiivisesti puutöistä, työkaluista, materiaaleista ja muista nikkaroijaa ja korjaajaa askarruttavista aiheista.	<http://urn.fi/URN:NBN:fi:au:ykl:65.1>
Nigeria : a country study Vuonna 1991 painetun kirjan nettiversio on monipuolinen käsikirja Nigeriasta. Maaprofiili on päivitetty heinäkuussa 2008.	<http://urn.fi/URN:NBN:fi:au:ykl:48.25>
Suomen käsipalloliitto Liiton sivuilta löytyy käsipallon säännöt ja ohjeet,turnaukset, sarjatoiminta ja otteluohjelma. Saatavilla on myös kilpatoiminnan kaavakkeet ja ohjeet.Seurainfo.Käsipallokalenteri. Linkkejä.	<http://urn.fi/URN:NBN:fi:au:ykl:79.33>
Musta tulee perhe TUIKE on oma ryhmä yksin lasta odottaville naisille. Sivuilta löytyy tietoja aiheeseen liittyen, blogi ja tapahtumatietoja sekä linkit eri kaupunkien ryhmiin.	<http://urn.fi/URN:NBN:fi:au:ykl:37.4> <http://urn.fi/URN:NBN:fi:au:ykl:38.1>
Parco Nazionale Dolomiti Bellunesi Sivuilla kerrotaan kansallispuiston historiasta, sen yleisistä piirteistä, kasveista, eläimistä sekä geologiasta.	<http://urn.fi/URN:NBN:fi:au:ykl:50.11>
Pai-khin-khao.com Sisältää mm. artikkeleita thaimaalaisesta ruokakulttuurista ja reseptiarkiston, josta löytyvät mm. sushin ohjeet, salaatteja, kasviruokia ja muita itämaisia herkkuja	<http://urn.fi/URN:NBN:fi:au:ykl:68.25>
Vinokino Sukupuoli- ja seksuaalivähemmistöihin keskittyvä elokuvafestivaali. Sivuilla on ohjelmisto ja mahdollisuus ehdottaa elokuvaa.	<http://urn.fi/URN:NBN:fi:au:ykl:77.4>
Suomen Kirjeshakkiliitto ry Suomen Kirjeshakkiliitto on kirjeshakkia ja muita etäshakin muotoja harrastavan pelaajan liitto. Suomen Kirjeshakkiliitto on kansainvälisen kirjeshakkiliiton, ICCF:n, jäsen ja liitto järjestää jäsenilleen turnauksia kirjeitse ja serverillä. Pelaajan on oltava kirjeshakkiliiton jäsen turnauksen ajan.	<http://urn.fi/URN:NBN:fi:au:ykl:79.811>
Endometrioosiyhdistys Suomen endometrioosiyhdistyksen verkkosivuilla on tietoa endometrioosista, keskustelupalsta sekä jäsenlehden sisällysluetteloita.	<http://urn.fi/URN:NBN:fi:au:ykl:59.57>
Peltoinen Peltoisten kylä on yksi Loimaan kaupungin kaupunginosista. Sivuilla kerrotaan ja tiedotetaan kyläyhdistyksen toiminnasta ja erityisesti kerran vuodessa järjestettävistä Rompepäivistä.	<http://urn.fi/URN:NBN:fi:au:ykl:42.1>
Suomen Vaatturiliitto Suomen vaatturiliitto tukee tulevia ammattilaisia ja vaihtaa ammatillista osaamista osaajien kesken. Liiton palveluiden lisäksi sivuilta löytyy pukeutumisetiketti, jos kerrotaan, miten pukeudutaan, jos kutsussa lukee tumma puku tai casual. Myös kuvalliset kravatin solmimisohjeet.	<http://urn.fi/URN:NBN:fi:au:ykl:90.21> <http://urn.fi/URN:NBN:fi:au:ykl:36.133>
Panssarilehti Verkkojulkaisussa on numeroiden sisällysluettelot.	<http://urn.fi/URN:NBN:fi:au:ykl:39>
ETL: Elintarviketeollisuusliitto ry Tietoa Elintarviketeollisuusliitosta ja Suomen elintarviketeollisuudesta. Liiton tietojen lisäksi Elintarviketeollisuuden tutkimus- ja kehitystoimintaa sekä tilastoja.	<http://urn.fi/URN:NBN:fi:au:ykl:67.7> <http://urn.fi/URN:NBN:fi:au:ykl:36.133>
The Big6 Miten ratkaiset tiedonhankinnan ongelmia? Michael B. Eisenbergin ja Robert E. Berkowitzin kehittämä tiedonhankinnan The Big6 Skills -malli ja asiaa sen tiimoilta.	<http://urn.fi/URN:NBN:fi:au:ykl:38.3>
Pehmopeput Vauvantarvikkeita, kantoliinoja, imetysvaatteita, kestovaippoja, lahjoja	<http://urn.fi/URN:NBN:fi:au:ykl:64.3>
Audrey Hepburn Sivusto näyttelijätär Audrey Hepburnin urasta ja elämäntyöstä.	<http://urn.fi/URN:NBN:fi:au:ykl:77.493>
Burkina Faso Country Profile Faktat, johtajat, tiedotusvälineet, tärkeimmät tapahtumat aikajanalla, kansallishymni.	<http://urn.fi/URN:NBN:fi:au:ykl:48.25>
Kielletyt kirjat : mitä sensuuri on? Verkkojulkaisu käsittelee sensuuria ja sen historiaa. Teoksesta löytyy tietoa siitä mitä sensuuri on, hakemisto ulkomaisista kielletyistä kirjoista sekä kronologinen katsaus kotimaiseen kirjasensuuriin. Mukana on luettelo kielletyistä ja sensuurimielialaa herättäneistä teoksista ja kirjailijoista v. 1582 alkaen. Teokseen kuuluu lähdeluettelo kirjasensuuria käsittelevästä kirjallisuudesta, lehdistä, tutkimuksista ja Internet-aineistosta.	<http://urn.fi/URN:NBN:fi:au:ykl:86>
Rakennusmateriaalien päästöluokitus Yleiset periaatteet, hakuohjeet ja luokiteltujen pintamateriaalien luettelo	<http://urn.fi/URN:NBN:fi:au:ykl:66.33>
International Digital Publishing Forum Kansainvälisen järjestön päämääränä on sähköisen kustannustoiminnan kehittäminen ja edistäminen. Jäseninä on kustantajia, laite- ja ohjelmistovalmistajia, kirjastoja, jälleenmyyjiä ja vastaavia organisaatioita. Sivulla on toimintatietoja ja julkaisuja, mm. eBook Bestsellers -lista.	<http://urn.fi/URN:NBN:fi:au:ykl:00>
Einstufungtest Testaa saksan taitosi Goethe-instituutin tasokokeen avulla.	<http://urn.fi/URN:NBN:fi:au:ykl:89.41>
Soinin kunta Soinin kunnan kotisivu, joka sisältää tietoa kunnan organisaatiosta, palveluista, elinkeinoelämästä, yritystoiminnasta, tapahtumista sekä matkailuinformaatiota ja karttoja.	<http://urn.fi/URN:NBN:fi:au:ykl:42.84>
Koneviesti Maatalouskoneaiheinen lehti.	<http://urn.fi/URN:NBN:fi:au:ykl:67>
Maiden nimet seitsemällä kielellä Kotimaisten kielten tutkimuskeskuksen verkkoaineistosta löytyy maailman itsenäisten valtioiden ja niiden erillisalueiden nimet seitsemällä kielellä: suomeksi, ruotsiksi, pohjoissaameksi, englanniksi, ranskaksi, saksaksi ja venäjäksi. Maiden virallisten nimien lisäksi mukaan on otettu myös yleisesti käytettyjä epävirallisia nimimuotoja.	<http://urn.fi/URN:NBN:fi:au:ykl:87.9>
